target,client_id,age,gender,education,marital_status,child_total,dependants,socstatus_work_fl,socstatus_pens_fl,fl_presence_fl,own_auto,family_income,personal_income,gen_industry,gen_title,work_time,credit,term,loan_num_total,loan_num_closed
0,106812732,32,0,Среднее специальное,Состою в браке,2,2,2,1,1,0,от 20000 до 50000 руб.,20000,Металлургия/Промышленность/Машиностроение,Рабочий,132,21460,9,1,0
0,106812733,48,0,Среднее специальное,Состою в браке,2,0,2,1,0,0,от 20000 до 50000 руб.,12000,Металлургия/Промышленность/Машиностроение,Специалист,96,9890,10,1,0
0,106812734,38,1,Высшее,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,20000,Транспорт,Специалист,180,23700,10,1,0
0,106812735,48,0,Среднее специальное,Состою в браке,3,1,2,1,0,0,от 20000 до 50000 руб.,25000,Транспорт,Рабочий,312,38200,18,1,0
0,106812737,42,1,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,11000,Государственная служба,Руководитель среднего звена,120,20790,12,1,0
0,106812739,27,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,8000,Другие сферы,Специалист,3,10500,12,1,0
0,106812740,22,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,9000,Торговля,Специалист,12,30500,10,1,0
0,106812741,28,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,20000,Государственная служба,Руководитель среднего звена,65,20000,12,1,0
0,106812742,48,1,Среднее,Разведен(а),1,1,2,1,0,0,от 20000 до 50000 руб.,20000,Торговля,Специалист,36,13740,18,1,0
0,106812743,58,1,Среднее специальное,Разведен(а),2,0,2,2,1,0,от 10000 до 20000 руб.,16000,Торговля,Руководитель низшего звена,42,15292,10,1,0
0,106812744,50,1,Среднее специальное,Вдовец/Вдова,0,0,1,2,0,0,от 10000 до 20000 руб.,8000,,,,7200,8,1,0
0,106812745,29,0,Высшее,Не состоял в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,35000,Металлургия/Промышленность/Машиностроение,Специалист,12,20790,4,1,0
0,106812746,29,1,Среднее специальное,Состою в браке,1,1,2,1,1,0,от 20000 до 50000 руб.,12000,Государственная служба,Специалист,28,6999,6,1,0
0,106812747,22,0,Среднее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,10000,Транспорт,Специалист,8,10990,10,1,0
0,106812748,34,1,Среднее специальное,Состою в браке,3,3,2,1,0,0,от 10000 до 20000 руб.,13500,Торговля,Специалист,36,15290,12,1,0
0,106812749,30,1,Среднее,Состою в браке,2,0,2,1,0,0,от 10000 до 20000 руб.,6500,Торговля,Рабочий,48,8000,10,1,0
0,106812752,61,1,Среднее,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,10000,,,,11999,5,1,0
0,106812753,27,1,Среднее,Состою в браке,2,2,2,1,1,0,от 20000 до 50000 руб.,12000,Другие сферы,Служащий,96,11990,9,1,0
0,106812754,32,0,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,20000,Торговля,Рабочий,24,21990,10,1,0
0,106812755,40,0,Среднее,Состою в браке,3,3,2,1,0,0,от 10000 до 20000 руб.,10000,Строительство,Специалист,84,10990,9,1,0
0,106812756,33,1,Среднее,Вдовец/Вдова,4,4,2,1,0,0,от 10000 до 20000 руб.,15000,Государственная служба,Рабочий,72,14081,12,1,0
0,106812757,32,0,Среднее специальное,Состою в браке,1,1,2,1,1,0,от 20000 до 50000 руб.,20000,Металлургия/Промышленность/Машиностроение,Рабочий,48,26950,18,1,0
0,106812758,39,1,Среднее специальное,Состою в браке,3,3,2,1,0,0,от 10000 до 20000 руб.,9000,Здравоохранение,Специалист,180,9040,6,1,0
0,106812760,29,1,Высшее,Состою в браке,1,1,2,1,1,0,от 10000 до 20000 руб.,7000,Образование,Специалист,12,6550,6,1,0
0,106812761,24,1,Высшее,Не состоял в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,15000,Управляющая компания,Специалист,7,12598,6,1,0
0,106812762,59,0,Среднее специальное,Состою в браке,2,0,1,2,0,0,от 10000 до 20000 руб.,9000,,,,3850,4,1,0
0,106812763,52,1,Среднее специальное,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,7000,,,,15200,6,1,0
0,106812764,25,0,Высшее,Не состоял в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,13800,Торговля,Высококвалифиц. специалист,10,20698,12,1,0
0,106812765,39,0,Высшее,Состою в браке,1,0,2,1,0,1,свыше 50000 руб.,30000,Другие сферы,Специалист,24,98996,13,1,0
0,106812766,50,0,Среднее специальное,Состою в браке,5,1,2,1,0,1,от 20000 до 50000 руб.,25000,Транспорт,Индивидуальный предприниматель,40,26990,10,1,0
0,106812767,55,1,Среднее,Состою в браке,2,0,2,1,0,0,от 10000 до 20000 руб.,8000,Транспорт,Служащий,4,22080,8,1,0
0,106812769,37,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,9000,Сборочные производства,Рабочий,60,12600,10,1,0
0,106812770,44,1,Среднее специальное,Состою в браке,0,0,2,1,1,1,от 20000 до 50000 руб.,12000,Образование,Специалист,180,28551,12,1,0
0,106812771,37,1,Среднее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,7000,Торговля,Рабочий,36,16760,9,1,0
0,106812773,37,1,Среднее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,7000,Сельское хозяйство,Рабочий,48,5095,6,1,0
0,106812774,36,0,Среднее,Разведен(а),1,1,2,1,0,0,от 10000 до 20000 руб.,14000,Строительство,Рабочий,36,5931,6,1,0
0,106812775,57,0,Среднее,Не состоял в браке,0,0,1,2,0,0,от 5000 до 10000 руб.,5000,,,,8762,12,1,0
0,106812776,47,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,19000,Другие сферы,Рабочий,24,20990,12,1,0
0,106812777,31,0,Среднее специальное,Состою в браке,2,2,2,1,1,0,от 20000 до 50000 руб.,24000,Металлургия/Промышленность/Машиностроение,Специалист,48,18720,18,1,0
0,106812778,53,0,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 20000 до 50000 руб.,13000,Другие сферы,Служащий,24,16736,10,1,0
0,106812779,37,1,Среднее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,14000,Металлургия/Промышленность/Машиностроение,Рабочий,228,9499,8,1,0
0,106812780,48,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,10000,Торговля,Специалист,28,9013,12,1,0
0,106812781,37,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,15000,Металлургия/Промышленность/Машиностроение,Специалист,168,7030,9,1,0
0,106812782,65,1,Среднее,Вдовец/Вдова,2,0,1,2,0,0,от 10000 до 20000 руб.,7700,,,,30230,11,1,0
0,106812783,51,0,Среднее специальное,Состою в браке,1,1,1,2,0,0,от 10000 до 20000 руб.,6800,,,,15000,6,1,0
0,106812784,39,0,Неоконченное высшее,Состою в браке,1,1,2,1,0,1,от 20000 до 50000 руб.,17000,Сборочные производства,Рабочий,60,8064,12,1,0
0,106812785,32,1,Неоконченное высшее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,10000,Другие сферы,Специалист,126,30600,24,1,0
0,106812788,51,1,Среднее специальное,Не состоял в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,18000,Здравоохранение,Специалист,123,31000,10,1,0
0,106812789,51,1,Среднее специальное,Состою в браке,2,0,1,2,0,1,свыше 50000 руб.,7800,,,,16381,10,1,0
0,106812790,59,1,Высшее,Состою в браке,1,0,2,1,0,0,от 20000 до 50000 руб.,15000,Металлургия/Промышленность/Машиностроение,Специалист,420,10115,6,1,0
0,106812791,37,0,Среднее специальное,Состою в браке,2,0,2,1,1,0,от 20000 до 50000 руб.,18000,Транспорт,Рабочий,60,22830,12,1,0
0,106812792,43,0,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 20000 до 50000 руб.,38000,Строительство,Работник сферы услуг,8,21510,8,1,0
0,106812793,34,1,Среднее,Не состоял в браке,1,1,2,1,1,0,от 10000 до 20000 руб.,12000,Салоны красоты и здоровья,Служащий,12,14493,12,1,0
0,106812794,41,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,15000,Другие сферы,Специалист,60,22198.1,12,1,0
0,106812795,56,0,Среднее,Состою в браке,2,0,1,2,1,0,от 5000 до 10000 руб.,9000,,,,16399,12,1,0
0,106812796,41,1,Высшее,Не состоял в браке,1,1,2,1,1,0,от 20000 до 50000 руб.,20000,Строительство,Специалист,24,17150,10,1,0
0,106812797,43,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,5300,Здравоохранение,Работник сферы услуг,6,8869,6,1,0
0,106812798,35,1,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,9000,Торговля,Специалист,96,18399,3,1,1
0,106812799,52,0,Высшее,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,9100,,,,19750,12,1,0
0,106812800,38,0,Среднее специальное,Состою в браке,1,1,2,1,1,1,от 20000 до 50000 руб.,25000,Транспорт,Рабочий,24,26440,9,1,0
0,106812801,57,0,Неполное среднее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,8000,Строительство,Рабочий,36,12309,6,1,0
0,106812802,30,0,Среднее специальное,Состою в браке,2,0,2,1,0,0,от 20000 до 50000 руб.,16000,Государственная служба,Руководитель среднего звена,120,17450,18,1,1
0,106812803,57,0,Высшее,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,5000,,,,17990,12,1,0
0,106812804,43,1,Среднее специальное,Состою в браке,1,0,2,1,1,0,от 20000 до 50000 руб.,16000,Торговля,Специалист,12,18180,10,1,0
0,106812805,34,0,Среднее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,8000,Государственная служба,Специалист,36,2300,12,1,0
0,106812806,26,0,Высшее,Состою в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,17800,Государственная служба,Специалист,84,32100,10,1,0
0,106812807,54,1,Среднее специальное,Не состоял в браке,0,0,2,1,0,1,от 10000 до 20000 руб.,18000,Металлургия/Промышленность/Машиностроение,Рабочий,144,20229,9,1,0
0,106812808,60,0,Среднее специальное,Не состоял в браке,2,0,1,2,0,0,свыше 50000 руб.,45000,,,,21760,3,1,0
0,106812809,58,0,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,8000,Другие сферы,Рабочий,360,12210,7,1,0
0,106812810,44,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,8000,Другие сферы,Специалист,156,5700,7,1,0
0,106812811,62,1,Неполное среднее,Не состоял в браке,0,0,1,2,0,0,от 20000 до 50000 руб.,20000,,,,28557,6,1,0
0,106812813,58,0,Среднее специальное,Состою в браке,1,0,1,2,1,0,от 10000 до 20000 руб.,6100,,,,26479,6,1,0
0,106812814,50,1,Среднее специальное,Разведен(а),2,0,2,1,1,0,от 20000 до 50000 руб.,15000,Здравоохранение,Специалист,240,21948,10,1,0
0,106812815,44,1,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 20000 до 50000 руб.,10000,Другие сферы,Рабочий,30,10779,6,1,0
0,106812816,42,1,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 20000 до 50000 руб.,9000,Образование,Специалист,239,13190,12,1,0
0,106812818,39,1,Среднее,Не состоял в браке,1,1,2,1,1,0,от 5000 до 10000 руб.,6800,СМИ/Реклама/PR-агенства,Специалист,24,7740,8,1,0
0,106812819,37,1,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,25000,Другие сферы,Специалист,60,30170,10,1,0
0,106812820,33,1,Среднее специальное,Вдовец/Вдова,2,0,2,1,1,0,от 20000 до 50000 руб.,15500,Другие сферы,Рабочий,2,17690,10,1,0
0,106812821,45,1,Высшее,Состою в браке,2,0,2,1,1,0,от 20000 до 50000 руб.,20000,Другие сферы,Специалист,9,40000,18,1,0
0,106812822,26,0,Среднее специальное,Состою в браке,1,1,2,1,0,1,от 10000 до 20000 руб.,7000,Другие сферы,Служащий,24,22075,18,1,0
0,106812823,45,1,Среднее специальное,Разведен(а),2,0,2,1,0,0,от 20000 до 50000 руб.,15000,Торговля,Рабочий,36,20488,6,1,0
0,106812824,64,1,Неполное среднее,Состою в браке,3,0,1,2,0,0,от 20000 до 50000 руб.,11000,,,,6870,4,1,0
0,106812825,37,1,Среднее специальное,Разведен(а),1,1,2,1,0,0,от 10000 до 20000 руб.,10000,Информационные услуги,Специалист,36,3790,3,1,1
0,106812826,28,0,Высшее,Гражданский брак,0,0,2,1,0,1,от 20000 до 50000 руб.,15000,Другие сферы,Специалист,120,6679,9,1,0
0,106812827,30,0,Высшее,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,12000,Торговля,Специалист,8,5099,4,1,1
0,106812828,33,1,Высшее,Состою в браке,3,0,2,1,1,0,свыше 50000 руб.,20000,Образование,Специалист,96,100000,14,1,0
0,106812829,45,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,18000,Другие сферы,Специалист,48,36136,12,1,0
0,106812830,27,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,9000,Металлургия/Промышленность/Машиностроение,Специалист,24,5720,6,1,0
0,106812831,52,1,Среднее,Состою в браке,3,0,1,2,0,0,от 10000 до 20000 руб.,7800,,,,3490,6,1,0
0,106812832,36,1,Среднее специальное,Состою в браке,4,4,2,1,0,0,свыше 50000 руб.,14000,Торговля,Специалист,50,4548,4,1,1
0,106812833,33,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,10000,Строительство,Другое,48,4980,9,1,0
0,106812835,51,1,Среднее специальное,Состою в браке,3,0,2,1,0,0,от 10000 до 20000 руб.,8000,Металлургия/Промышленность/Машиностроение,Рабочий,96,15000,6,1,0
0,106812836,38,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,6500,Образование,Рабочий,6,8090,6,1,0
0,106812837,26,1,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,8000,Торговля,Специалист,12,25887,10,1,0
0,106812838,63,1,Неполное среднее,Состою в браке,2,1,1,2,1,0,от 10000 до 20000 руб.,6800,,,,16002,12,1,0
0,106812839,31,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,15000,Торговля,Специалист,12,25702,8,1,0
0,106812840,32,1,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,12000,Химия/Парфюмерия/Фармацевтика,Специалист,42,14609,10,1,0
0,106812841,36,1,Среднее специальное,Разведен(а),0,0,2,1,1,0,от 10000 до 20000 руб.,9000,Образование,Руководитель среднего звена,52,4100,6,1,0
0,106812843,50,1,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,15000,Металлургия/Промышленность/Машиностроение,Руководитель высшего звена,35,14040,12,1,0
0,106812845,24,0,Высшее,Состою в браке,2,2,2,1,0,1,от 10000 до 20000 руб.,12000,Государственная служба,Специалист,12,7621,6,1,0
0,106812846,57,1,Неполное среднее,Состою в браке,3,0,1,2,0,0,от 10000 до 20000 руб.,9000,,,,6999,4,1,0
0,106812847,57,1,Среднее,Состою в браке,0,0,1,2,0,0,от 10000 до 20000 руб.,6000,,,,26430,10,1,0
0,106812848,44,1,Среднее специальное,Разведен(а),1,1,2,1,0,0,от 10000 до 20000 руб.,8000,Другие сферы,Рабочий,156,21120,10,1,0
0,106812849,39,1,Среднее специальное,Разведен(а),2,1,2,1,0,0,от 10000 до 20000 руб.,11000,Энергетика,Специалист,36,14150,6,1,0
0,106812850,33,1,Среднее,Гражданский брак,1,0,2,1,0,0,от 10000 до 20000 руб.,5000,Здравоохранение,Рабочий,7,4572,6,1,0
0,106812852,57,1,Неполное среднее,Не состоял в браке,0,0,2,2,1,0,от 20000 до 50000 руб.,30000,Другие сферы,Рабочий,6,74650,24,1,0
0,106812853,26,1,Высшее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,10000,Государственная служба,Рабочий,60,9890,12,1,0
0,106812855,50,0,Среднее,Состою в браке,2,0,2,1,1,1,от 20000 до 50000 руб.,25000,Транспорт,Специалист,324,21600,18,1,0
0,106812856,40,1,Высшее,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,6500,Государственная служба,Высококвалифиц. специалист,252,4790,6,1,0
0,106812857,43,1,Среднее специальное,Состою в браке,2,1,2,1,0,0,от 10000 до 20000 руб.,9000,Коммунальное хоз-во/Дорожные службы,Рабочий,144,5390,10,1,0
0,106812858,56,1,Среднее,Вдовец/Вдова,2,0,2,1,0,0,от 10000 до 20000 руб.,8066,Энергетика,Работник сферы услуг,30,7720,9,1,0
0,106812860,52,1,Высшее,Состою в браке,2,0,2,2,1,0,от 10000 до 20000 руб.,11000,Образование,Специалист,372,35960,12,1,0
0,106812861,53,1,Среднее специальное,Состою в браке,2,0,2,1,1,0,от 20000 до 50000 руб.,32000,Металлургия/Промышленность/Машиностроение,Специалист,384,25730,18,1,0
0,106812862,64,1,Среднее,Состою в браке,0,0,1,2,0,1,от 10000 до 20000 руб.,8000,,,,29780,12,1,0
0,106812863,49,0,Среднее специальное,Состою в браке,0,0,2,1,0,1,от 20000 до 50000 руб.,15000,Энергетика,Специалист,120,32400,10,1,1
0,106812865,42,1,Среднее специальное,Разведен(а),1,2,2,1,1,0,от 10000 до 20000 руб.,14000,Коммунальное хоз-во/Дорожные службы,Специалист,228,12919,8,1,0
0,106812866,49,0,Среднее специальное,Состою в браке,2,0,2,1,1,0,от 10000 до 20000 руб.,7200,Другие сферы,Рабочий,60,12100,6,1,0
0,106812869,27,1,Среднее,Не состоял в браке,1,1,2,1,1,0,от 5000 до 10000 руб.,9000,Торговля,Рабочий,60,6514,6,1,0
0,106812870,59,1,Среднее,Состою в браке,0,0,1,2,0,0,от 5000 до 10000 руб.,6900,,,,10900,12,1,0
0,106812871,48,0,Среднее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,12000,Коммунальное хоз-во/Дорожные службы,Специалист,3,7272,6,1,0
0,106812872,61,0,Среднее специальное,Состою в браке,0,0,1,2,0,0,от 20000 до 50000 руб.,15000,,,,30100,5,1,0
0,106812873,27,1,Высшее,Разведен(а),1,1,2,1,1,0,от 10000 до 20000 руб.,17000,Другие сферы,Специалист,3,26082,18,1,0
0,106812875,45,1,Среднее специальное,Состою в браке,1,0,2,1,1,0,от 20000 до 50000 руб.,13000,Информационные технологии,Специалист,276,6658,12,1,1
0,106812876,23,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,8500,Государственная служба,Рабочий,7,27898,10,1,0
0,106812877,34,0,Среднее специальное,Не состоял в браке,1,1,2,1,1,0,от 10000 до 20000 руб.,9000,Другие сферы,Рабочий,48,19572.1,10,1,0
0,106812878,58,1,Среднее специальное,Состою в браке,0,0,1,2,0,0,от 20000 до 50000 руб.,8000,,,,20883,12,1,0
0,106812879,31,1,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,5500,Образование,Работник сферы услуг,54,14450,7,1,0
0,106812880,44,0,Среднее специальное,Гражданский брак,0,0,2,1,1,1,от 10000 до 20000 руб.,10000,Металлургия/Промышленность/Машиностроение,Высококвалифиц. специалист,36,9862,6,1,0
0,106812881,39,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,7000,Образование,Специалист,60,12990,12,1,0
0,106812882,27,1,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 5000 до 10000 руб.,5000,Торговля,Рабочий,18,4758,6,1,0
0,106812883,30,1,Высшее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,10000,Торговля,Работник сферы услуг,24,16280,8,1,0
0,106812884,66,1,Среднее,Не состоял в браке,0,0,1,2,0,0,от 5000 до 10000 руб.,7000,,,,9970,6,1,0
0,106812885,41,0,Среднее специальное,Разведен(а),2,1,2,1,0,0,от 10000 до 20000 руб.,11000,Юридические услуги/нотариальные услуги,Высококвалифиц. специалист,204,17605,5,1,0
0,106812886,42,1,Среднее специальное,Разведен(а),0,0,2,1,0,1,от 20000 до 50000 руб.,20000,Нефтегазовая промышленность,Рабочий,36,7999,6,1,0
0,106812887,42,1,Среднее специальное,Не состоял в браке,2,2,2,1,1,0,от 5000 до 10000 руб.,6500,Здравоохранение,Специалист,240,19000,12,1,0
0,106812888,56,1,Высшее,Гражданский брак,2,0,2,2,0,0,от 20000 до 50000 руб.,20000,Торговля,Индивидуальный предприниматель,6,35960,12,1,0
0,106812889,52,1,Среднее специальное,Состою в браке,2,0,2,1,0,0,от 10000 до 20000 руб.,10000,Торговля,Рабочий,12,11286,12,1,0
0,106812890,50,1,Среднее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,7500,Образование,Рабочий,36,17600,12,1,0
0,106812891,50,0,Среднее специальное,Состою в браке,2,0,2,1,0,0,от 20000 до 50000 руб.,19000,Государственная служба,Специалист,120,21936,12,1,0
0,106812892,31,0,Среднее,Состою в браке,2,2,2,1,0,1,от 10000 до 20000 руб.,5000,Сельское хозяйство,Специалист,96,17350,12,1,0
0,106812893,51,0,Высшее,Состою в браке,1,0,2,2,1,1,от 20000 до 50000 руб.,38000,Другие сферы,Специалист,384,75581,24,1,0
0,106812894,54,1,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,14000,Здравоохранение,Специалист,360,6910,6,1,0
0,106812895,36,0,Среднее специальное,Состою в браке,1,2,2,1,0,0,от 10000 до 20000 руб.,20000,Металлургия/Промышленность/Машиностроение,Рабочий,24,30826,10,1,0
0,106812896,55,1,Среднее,Состою в браке,1,0,1,2,0,0,от 10000 до 20000 руб.,8000,,,,6000,12,1,0
0,106812898,44,1,Среднее специальное,Состою в браке,2,2,2,1,1,0,свыше 50000 руб.,22000,Здравоохранение,Специалист,28,47000,8,1,0
0,106812899,48,1,Среднее специальное,Не состоял в браке,1,0,2,1,1,0,от 10000 до 20000 руб.,12000,Ресторанный бизнес/Общественное питание,Специалист,96,37456,12,1,0
0,106812902,29,1,Высшее,Разведен(а),0,0,2,1,0,0,от 20000 до 50000 руб.,30000,Другие сферы,Высококвалифиц. специалист,96,31499,24,1,0
0,106812903,58,1,Среднее,Состою в браке,3,0,2,1,1,0,от 20000 до 50000 руб.,22000,Строительство,Высококвалифиц. специалист,72,21704,10,1,0
0,106812904,45,0,Среднее специальное,Гражданский брак,0,0,2,1,0,1,от 10000 до 20000 руб.,10000,Другие сферы,Рабочий,12,20680,36,1,0
0,106812905,42,1,Высшее,Состою в браке,1,1,2,1,0,0,свыше 50000 руб.,20000,Торговля,Специалист,43,14207.1,6,1,0
0,106812906,29,1,Среднее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,8000,Сельское хозяйство,Индивидуальный предприниматель,96,18260,7,1,0
0,106812907,58,1,Среднее,Разведен(а),1,0,1,2,0,0,до 5000 руб.,4100,,,,12200,12,1,0
0,106812908,35,1,Высшее,Состою в браке,1,1,2,1,0,0,от 20000 до 50000 руб.,11500,Металлургия/Промышленность/Машиностроение,Специалист,216,15600,6,1,0
0,106812909,48,1,Среднее специальное,Не состоял в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,12000,Торговля,Специалист,84,6856,6,1,0
0,106812910,33,1,Высшее,Состою в браке,1,1,2,1,1,0,от 20000 до 50000 руб.,20000,Государственная служба,Высококвалифиц. специалист,120,51700.5,10,1,0
0,106812911,37,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,16000,Транспорт,Рабочий,204,6700,5,1,0
0,106812912,50,0,Высшее,Состою в браке,2,2,2,1,1,0,свыше 50000 руб.,42000,Здравоохранение,Специалист,120,14990,9,1,0
0,106812913,48,1,Среднее специальное,Состою в браке,0,0,2,1,1,0,от 20000 до 50000 руб.,18000,Ресторанный бизнес/Общественное питание,Руководитель среднего звена,24,35250,7,1,0
0,106812914,54,1,Среднее специальное,Не состоял в браке,1,0,1,2,0,0,от 20000 до 50000 руб.,10000,,,,9540,6,1,0
0,106812915,36,1,Среднее,Не состоял в браке,1,1,2,1,1,0,от 20000 до 50000 руб.,24000,Торговля,Руководитель среднего звена,18,20140,6,1,0
0,106812916,57,1,Среднее специальное,Состою в браке,1,0,2,1,1,1,от 20000 до 50000 руб.,23000,Здравоохранение,Специалист,276,50000,6,1,0
0,106812917,33,1,Высшее,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,11000,Образование,Специалист,156,10500,5,1,0
0,106812918,51,1,Высшее,Не состоял в браке,0,0,2,1,1,0,от 10000 до 20000 руб.,10000,Торговля,Рабочий,24,22400,10,1,0
0,106812919,31,0,Среднее специальное,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,10000,Торговля,Специалист,60,17200,6,1,0
0,106812920,64,1,Среднее специальное,Состою в браке,1,0,1,2,1,0,от 10000 до 20000 руб.,8000,,,,14976,6,1,1
0,106812922,62,1,Среднее специальное,Состою в браке,2,0,1,2,1,0,от 20000 до 50000 руб.,9000,,,,8906,11,1,0
0,106812923,33,0,Среднее специальное,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,12000,Сельское хозяйство,Специалист,12,18900,12,1,0
0,106812925,27,1,Высшее,Состою в браке,0,0,2,1,0,0,от 20000 до 50000 руб.,15000,Управляющая компания,Руководитель высшего звена,60,7687,6,1,0
0,106812926,40,1,Среднее специальное,Не состоял в браке,2,2,2,1,1,0,от 20000 до 50000 руб.,15000,Другие сферы,Специалист,72,9729,9,1,0
0,106812927,42,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 20000 до 50000 руб.,20000,Коммунальное хоз-во/Дорожные службы,Специалист,53,15629,10,1,0
0,106812929,35,0,Среднее специальное,Состою в браке,2,2,2,1,0,0,от 10000 до 20000 руб.,13000,Государственная служба,Специалист,180,4610,5,1,0
0,106812930,51,1,Среднее специальное,Не состоял в браке,1,0,2,1,1,0,от 10000 до 20000 руб.,12000,Образование,Высококвалифиц. специалист,36,15000,6,1,0
0,106812931,30,1,Среднее,Состою в браке,1,1,2,1,0,0,от 5000 до 10000 руб.,7000,Здравоохранение,Служащий,120,3718,6,1,0
0,106812932,38,0,Среднее специальное,Разведен(а),1,0,1,2,0,1,от 10000 до 20000 руб.,6000,,,,6698.3,6,1,0
0,106812933,38,0,Неоконченное высшее,Состою в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,12000,Образование,Специалист,84,25200,6,1,0
0,106812934,23,1,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,8500,Здравоохранение,Рабочий,36,16780,10,1,0
0,106812935,30,0,Среднее специальное,Состою в браке,1,1,2,1,0,0,от 10000 до 20000 руб.,14300,Образование,Рабочий,24,27200,18,1,0
0,106812936,56,0,Высшее,Состою в браке,2,0,1,2,0,0,от 10000 до 20000 руб.,6000,,,,15990,12,1,0
0,106812937,32,1,Высшее,Не состоял в браке,0,0,2,1,0,0,от 10000 до 20000 руб.,17000,Государственная служба,Специалист,132,19420,10,1,0
0,106812938,55,1,Среднее,Состою в браке,1,0,2,1,1,0,от 20000 до 50000 руб.,13000,Коммунальное хоз-во/Дорожные службы,Рабочий,124,20050,18,1,0
